date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-03-04,0.6425558644696426,0.30567685589519655,3.18,0,0.3368790085744461,Carlos Alcaraz,Alexander Zverev,Hard,2.5
2024-03-18,0.8701355830414764,0.3529411764705882,2.75,0,0.5171944065708882,Andrea Vavassori,Pedro Cachin,Hard,2.5
2024-03-18,0.9611149455752712,0.7775800711743773,1.25,1,0.1835348744008939,Denis Shapovalov,Luciano Darderi,Hard,2.5
2024-03-18,0.9658011693628439,0.7254098360655737,1.34,1,0.24039133329727014,Christopher O'Connell,Vit Kopriva,Hard,2.5
2024-03-18,0.679568422966387,0.5521628498727736,1.76,1,0.12740557309361333,Alex Michelsen,Lukas Klein,Hard,2.5
2024-03-18,0.9499486633990707,0.5205128205128204,1.87,1,0.42943584288625025,Sebastian Ofner,Kei Nishikori,Hard,2.5
2024-03-18,0.9664224855741511,0.7237113402061855,1.34,1,0.24271114536796556,Gael Monfils,Dusan Lajovic,Hard,2.5
2024-03-18,0.3418038438991329,0.26294820717131473,3.7,1,0.07885563672781815,Martin Damm,Zhizhen Zhang,Hard,2.5
2024-03-18,0.9351648651089303,0.6445497630331753,1.5,1,0.2906151020757549,Alexander Shevchenko,Daniel Elahi Galan,Hard,2.5
2024-03-18,0.9236753001727918,0.7755834829443448,1.25,1,0.148091817228447,Felix Auger-Aliassime,Adam Walton,Hard,2.5
2024-03-18,0.8968775734422565,0.415,2.34,1,0.4818775734422565,Daniel Evans,Lorenzo Sonego,Hard,2.5
2024-03-18,0.5051064944660821,0.2884210526315789,3.38,0,0.21668544183450322,Francisco Cerundolo,Sebastian Ofner,Hard,2.5
2024-03-18,0.8485961202434491,0.7826086956521741,1.25,1,0.06598742459127505,Jannik Sinner,Grigor Dimitrov,Hard,2.5
2024-03-18,0.8857201474034374,0.4114713216957606,2.36,1,0.4742488257076768,Grigor Dimitrov,Alexander Zverev,Hard,2.5
2024-03-18,0.5851285565695984,0.37922705314009664,2.57,1,0.20590150342950175,Dominik Koepfer,Ugo Humbert,Hard,2.5
2024-03-18,0.9146336107461146,0.818320610687023,1.19,1,0.0963130000590916,Jack Draper,Taro Daniel,Hard,2.5
2024-03-18,0.9884640959274706,0.8954937679769894,1.09,1,0.09297032795048121,Jannik Sinner,Tomas Machac,Hard,2.5
2024-04-01,0.5396256768366638,0.21016949152542375,4.66,0,0.3294561853112401,Casper Ruud,Marton Fucsovics,Clay,2.5
2024-04-01,0.8559744886323079,0.6778523489932886,1.44,1,0.17812213963901924,Hubert Hurkacz,Cristian Garin,Clay,2.5
2024-04-01,0.9031266008300669,0.6455399061032865,1.51,1,0.2575866947267804,Matteo Berrettini,Lorenzo Sonego,Clay,2.5
2024-04-01,0.9689206991009306,0.5518987341772151,1.77,1,0.41702196492371546,Pavel Kotov,Fabio Fognini,Clay,2.5
2024-04-01,0.8770343716417609,0.6605504587155964,1.48,1,0.21648391292616453,Mariano Navone,Aleksandar Vukic,Clay,2.5
2024-04-01,0.871433849871711,0.6865342163355409,1.42,1,0.18489963353617012,Matteo Berrettini,Mariano Navone,Clay,2.5
2024-04-01,0.9365617584990323,0.6689342403628117,1.46,1,0.26762751813622065,Frances Tiafoe,Jordan Thompson,Clay,2.5
2024-04-01,0.8651588298768684,0.5280612244897959,1.85,1,0.33709760538707256,Ben Shelton,Frances Tiafoe,Clay,2.5
2024-04-01,0.6244828461662478,0.41791044776119407,2.34,1,0.20657239840505376,Ben Shelton,Tomas Martin Etcheverry,Clay,2.5
2024-04-08,0.7900468059545429,0.7231404958677686,1.34,1,0.06690631008677428,Stefanos Tsitsipas,Laslo Djere,Clay,2.5
2024-04-08,0.8757044286816462,0.5778894472361809,1.68,1,0.29781498144546537,Francisco Cerundolo,Daniel Altmaier,Clay,2.5
2024-04-08,0.7254767812480585,0.33486238532110096,2.9,1,0.3906143959269575,Jan-Lennard Struff,Sebastian Baez,Clay,2.5
2024-04-08,0.9519640693151651,0.4175,2.33,1,0.5344640693151651,Tomas Martin Etcheverry,Nicolas Jarry,Clay,2.5
2024-04-08,0.7643345062379362,0.2995689655172413,3.25,1,0.46476554072069487,Miomir Kecmanovic,Matteo Berrettini,Clay,2.5
2024-04-08,0.7857407685962459,0.5370843989769821,1.81,1,0.24865636961926374,Sebastian Ofner,Daniel Evans,Clay,2.5
2024-04-08,0.473309377754948,0.39999999999999997,2.43,1,0.07330937775494806,Roman Safiullin,Jaume Munar,Clay,2.5
2024-04-08,0.9781828851867862,0.6704805491990847,1.44,1,0.30770233598770147,Arthur Fils,Yannick Hanfmann,Clay,2.5
2024-04-08,0.3103609993612398,0.24761904761904763,3.95,0,0.06274195174219216,Grigor Dimitrov,Miomir Kecmanovic,Clay,2.5
2024-04-08,0.6895218494338713,0.5645569620253165,1.72,1,0.12496488740855483,Zhizhen Zhang,Marcos Giron,Clay,2.5
2024-04-08,0.42394494409699485,0.3295454545454545,2.95,0,0.09439948955154037,Ugo Humbert,Federico Coria,Clay,2.5
2024-04-08,0.6831512522880526,0.548469387755102,1.77,1,0.1346818645329506,Tallon Griekspoor,Dominik Koepfer,Clay,2.5
2024-04-08,0.8707577383804231,0.42569269521410585,2.28,1,0.4450650431663173,Jan-Lennard Struff,Borna Coric,Clay,2.5
2024-04-08,0.9492216708289486,0.32653061224489793,2.97,1,0.6226910585840506,Sumit Nagal,Matteo Arnaldi,Clay,2.5
2024-04-08,0.8304873697408247,0.7733812949640287,1.26,1,0.05710607477679597,Holger Rune,Sumit Nagal,Clay,2.5
2024-04-08,0.7095057622682208,0.30434782608695654,3.2,0,0.4051579361812643,Stefanos Tsitsipas,Tomas Martin Etcheverry,Clay,2.5
2024-04-08,0.5684611314669409,0.4224999999999999,2.31,0,0.145961131466941,Karen Khachanov,Francisco Cerundolo,Clay,2.5
2024-04-08,0.8785541604683061,0.6907894736842106,1.41,1,0.18776468678409552,Ugo Humbert,Zhizhen Zhang,Clay,2.5
2024-04-08,0.5293295251191736,0.3280542986425339,2.97,0,0.20127522647663976,Lorenzo Musetti,Arthur Fils,Clay,2.5
2024-04-08,0.29480266123335985,0.167621776504298,5.81,0,0.12718088472906186,Novak Djokovic,Roman Safiullin,Clay,2.5
2024-04-08,0.2236172602734841,0.08039068369646885,12.24,0,0.14322657657701526,Jannik Sinner,Jan-Lennard Struff,Clay,2.5
2024-04-08,0.9334157854189614,0.7323943661971831,1.33,1,0.2010214192217783,Casper Ruud,Ugo Humbert,Clay,2.5
2024-04-08,0.44135685952116654,0.33944954128440363,2.88,0,0.10190731823676291,Casper Ruud,Hubert Hurkacz,Clay,2.5
2024-04-08,0.8342800646918738,0.28099173553719003,3.48,0,0.5532883291546837,Daniil Medvedev,Gael Monfils,Clay,2.5
