tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year,wl,ll,rnd,_yr,Tournament,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,pin_prob_w,pin_prob_l,b365_prob_w,max_prob_w,avg_prob_w,odds_consensus_w,pin_log_odds,b365_log_odds
2004-319,Kitzbuhel,Clay,48.0,500,O,2004-07-19,42.0,M655,3.0,,Nicolas Massu,R,183.0,CHI,24.775,13.0,1543.0,Z073,5.0,,Mariano Zabaleta,R,183.0,ARG,26.387,31.0,910.0,7-6(4) 7-6(6),3,QF,172.0,1.0,1.0,100.0,58.0,40.0,26.0,12.0,9.0,11.0,5.0,4.0,91.0,57.0,38.0,20.0,12.0,8.0,10.0,2004,massu,zabaleta,QF,2004,Generali Open,2.0,1.727,2.19,1.735,,,,,,,0.44203821656050957,0.5579617834394904,0.4633753689294338,,,,0.2328941304295869,0.14676138139540376
2004-319,Kitzbuhel,Clay,48.0,500,O,2004-07-19,43.0,V306,8.0,,Fernando Verdasco,L,188.0,ESP,20.676,41.0,826.0,L397,4.0,,Feliciano Lopez,L,188.0,ESP,22.828,25.0,1100.0,6-2 6-3,3,QF,61.0,3.0,1.0,52.0,41.0,26.0,7.0,8.0,0.0,1.0,3.0,4.0,56.0,32.0,18.0,9.0,9.0,4.0,9.0,2004,verdasco,lopez,QF,2004,Generali Open,1.667,2.1,1.769,2.14,,,,,,,0.547454591967255,0.4525454080327449,0.5574727900185825,,,,-0.190391413856112,-0.23091174096072045
2004-319,Kitzbuhel,Clay,48.0,500,O,2004-07-19,44.0,G374,2.0,,Gaston Gaudio,R,175.0,ARG,25.61,11.0,1895.0,H390,7.0,,Luis Horna,R,180.0,PER,23.844,47.0,771.0,7-6(5) 7-6(1),3,QF,126.0,3.0,3.0,85.0,62.0,50.0,8.0,12.0,4.0,6.0,10.0,3.0,105.0,73.0,52.0,10.0,12.0,13.0,15.0,2004,gaudio,horna,QF,2004,Generali Open,1.222,4.0,1.256,4.3,,,,,,,0.7739380849532038,0.22606191504679626,0.7659900421294522,,,,-1.2306829546535096,-1.185805500370487
2004-419,Indianapolis,Hard,48.0,250,O,2004-07-19,16.0,O133,,Q,Noam Okun,R,185.0,ISR,26.259,164.0,246.0,L575,,,Yen-Hsun Lu,R,180.0,TPE,20.931,92.0,442.0,6-3 6-1,3,R64,62.0,5.0,1.0,40.0,23.0,19.0,10.0,8.0,1.0,2.0,3.0,5.0,59.0,34.0,20.0,9.0,8.0,6.0,11.0,2004,okun,lu,R1,2004,RCA Championships,2.1,1.667,2.1,1.769,,,,,,,0.45722408891186345,0.5427759110881364,0.44252720998141765,,,,0.17152292955172918,0.23091174096072042
2004-319,Kitzbuhel,Clay,48.0,500,O,2004-07-19,46.0,G374,2.0,,Gaston Gaudio,R,175.0,ARG,25.61,11.0,1895.0,V306,8.0,,Fernando Verdasco,L,188.0,ESP,20.676,41.0,826.0,6-0 6-2,3,SF,64.0,3.0,1.0,45.0,26.0,20.0,13.0,7.0,2.0,2.0,3.0,2.0,53.0,39.0,20.0,3.0,7.0,3.0,8.0,2004,gaudio,verdasco,SF,2004,Generali Open,1.5,2.5,1.532,2.68,,,,,,,0.6362773029439697,0.3637226970560304,0.625,,,,-0.5592427232043659,-0.5108256237659907
2004-319,Kitzbuhel,Clay,48.0,500,O,2004-07-19,41.0,S636,1.0,,Rainer Schuettler,R,180.0,GER,28.233,8.0,2190.0,MB02,6.0,,Florian Mayer,R,191.0,GER,20.789,37.0,847.0,7-6(6) 6-2,3,QF,87.0,5.0,4.0,66.0,38.0,24.0,14.0,10.0,2.0,5.0,6.0,3.0,82.0,51.0,30.0,11.0,10.0,9.0,14.0,2004,schuettler,mayer,QF,2004,Generali Open,1.533,2.375,1.621,2.43,,,,,,,0.5998518884226117,0.4001481115773883,0.607727737973388,,,,-0.40484801459891806,-0.4377708375969275
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,42.0,M762,,,Jurgen Melzer,L,183.0,AUT,23.179,61.0,672.0,A092,10.0,,Andre Agassi,R,180.0,USA,34.242,11.0,1945.0,6-3 6-3,3,R32,61.0,10.0,2.0,57.0,36.0,28.0,10.0,9.0,4.0,5.0,3.0,1.0,55.0,33.0,17.0,13.0,9.0,4.0,8.0,2004,melzer,agassi,R2,2004,Toronto TMS,5.5,1.125,5.75,1.16,,,,,,,0.16787264833574528,0.8321273516642547,0.16981132075471697,,,,1.6007798496909857,1.586965056582042
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,46.0,H442,,Q,Jan Hernych,R,188.0,CZE,25.054,109.0,384.0,R583,,Q,Todd Reid,R,180.0,AUS,20.145,127.0,331.0,6-3 6-3,3,R32,59.0,7.0,1.0,50.0,36.0,30.0,7.0,9.0,2.0,3.0,4.0,2.0,69.0,50.0,26.0,10.0,9.0,9.0,13.0,2004,hernych,reid,R2,2004,Toronto TMS,1.727,2.0,1.714,2.2,,,,,,,0.5620848237097599,0.4379151762902401,0.5366246310705661,,,,-0.24962754018868216,-0.1467613813954037
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,45.0,K293,,,Gustavo Kuerten,R,191.0,BRA,27.874,23.0,1130.0,H336,5.0,,Tim Henman,R,185.0,GBR,29.886,5.0,2505.0,7-5 6-4,3,R32,103.0,12.0,4.0,76.0,44.0,36.0,17.0,11.0,6.0,6.0,6.0,6.0,68.0,34.0,25.0,17.0,11.0,4.0,6.0,2004,kuerten,henman,R2,2004,Toronto TMS,2.75,1.4,2.45,1.606,,,,,,,0.39595660749506906,0.604043392504931,0.3373493975903614,,,,0.42234140903206574,0.675128675057267
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,43.0,K316,,,Nicolas Kiefer,R,183.0,GER,27.058,25.0,1100.0,F401,,,David Ferrer,R,175.0,ESP,22.316,42.0,809.0,6-3 6-1,3,R32,63.0,6.0,0.0,47.0,29.0,25.0,10.0,8.0,2.0,2.0,2.0,2.0,50.0,31.0,18.0,7.0,8.0,5.0,9.0,2004,kiefer,ferrer,R2,2004,Toronto TMS,1.222,4.0,1.23,4.65,,,,,,,0.7908163265306122,0.20918367346938774,0.7659900421294522,,,,-1.329853050214939,-1.185805500370487
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,41.0,G415,,,Fernando Gonzalez,R,183.0,CHI,23.992,19.0,1215.0,S544,,,Vincent Spadea,R,183.0,USA,30.021,21.0,1175.0,7-5 6-4,3,R32,89.0,2.0,3.0,69.0,39.0,29.0,21.0,11.0,3.0,3.0,4.0,2.0,83.0,53.0,34.0,15.0,11.0,8.0,10.0,2004,gonzalez,spadea,R2,2004,Toronto TMS,1.5,2.5,1.649,2.34,,,,,,,0.5866131862622211,0.41338681373777897,0.625,,,,-0.3499818857921481,-0.5108256237659907
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,35.0,H432,9.0,,Lleyton Hewitt,R,178.0,AUS,23.417,10.0,1990.0,N254,,,Jiri Novak,R,191.0,CZE,29.347,22.0,1170.0,6-2 6-1,3,R32,52.0,8.0,3.0,43.0,31.0,27.0,5.0,8.0,0.0,0.0,3.0,2.0,56.0,34.0,20.0,7.0,7.0,6.0,10.0,2004,hewitt,novak,R2,2004,Toronto TMS,1.222,4.0,1.182,5.3,,,,,,,0.8176488738043814,0.18235112619561866,0.7659900421294522,,,,-1.5004989015741697,-1.185805500370487
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,39.0,J194,,,Joachim Johansson,R,198.0,SWE,22.07,33.0,907.0,C400,,,Gregory Carraz,R,191.0,FRA,29.298,73.0,569.0,7-6(4) 6-7(3) 7-6(4),3,R32,146.0,30.0,6.0,116.0,65.0,54.0,31.0,18.0,1.0,2.0,23.0,13.0,124.0,86.0,73.0,14.0,18.0,6.0,7.0,2004,johansson,carraz,R2,2004,Toronto TMS,1.571,2.25,1.68,2.27,,,,,,,0.5746835443037974,0.4253164556962025,0.5888510861031143,,,,-0.3009860380781438,-0.3592178569428447
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,38.0,J129,,LL,Thomas Johansson,R,180.0,SWE,29.342,99.0,410.0,A511,,,Igor Andreev,R,185.0,RUS,21.035,57.0,694.0,7-6(4) 6-1,3,R32,70.0,8.0,2.0,61.0,32.0,26.0,22.0,10.0,2.0,2.0,8.0,3.0,53.0,32.0,24.0,11.0,9.0,0.0,2.0,2004,johansson,andreev,R2,2004,Toronto TMS,1.667,2.1,1.769,2.1,,,,,,,0.5427759110881364,0.45722408891186345,0.5574727900185825,,,,-0.17152292955172913,-0.23091174096072045
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,37.0,H390,,,Luis Horna,R,180.0,PER,23.863,41.0,816.0,N291,,WC,Frederic Niemeyer,R,191.0,CAN,28.255,231.0,157.0,6-7(5) 7-5 6-3,3,R32,127.0,5.0,5.0,106.0,76.0,57.0,16.0,17.0,1.0,2.0,17.0,8.0,99.0,49.0,38.0,27.0,16.0,4.0,7.0,2004,horna,niemeyer,R2,2004,Toronto TMS,1.533,2.375,1.645,2.35,,,,,,,0.588235294117647,0.4117647058823529,0.607727737973388,,,,-0.35667494393873245,-0.4377708375969275
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,36.0,S424,,,Fabrice Santoro,R,178.0,FRA,31.628,58.0,692.0,L360,,,Ivan Ljubicic,R,193.0,CRO,25.355,26.0,1080.0,6-4 7-6(4),3,R32,104.0,6.0,0.0,69.0,37.0,33.0,19.0,11.0,4.0,4.0,8.0,1.0,73.0,48.0,37.0,12.0,11.0,5.0,6.0,2004,santoro,ljubicic,R2,2004,Toronto TMS,2.75,1.4,3.45,1.345,,,,,,,0.2805005213764338,0.7194994786235662,0.3373493975903614,,,,0.941980217989466,0.675128675057267
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,47.0,C514,16.0,,Juan Ignacio Chela,R,191.0,ARG,24.906,17.0,1285.0,R419,,,Tommy Robredo,R,180.0,ESP,22.237,27.0,1080.0,6-4 6-0,3,R32,72.0,0.0,2.0,42.0,28.0,22.0,10.0,8.0,0.0,0.0,2.0,3.0,75.0,49.0,29.0,8.0,8.0,12.0,16.0,2004,chela,robredo,R2,2004,Toronto TMS,1.833,1.833,1.806,2.04,,,,,,,0.5304212168486739,0.469578783151326,0.5,,,,-0.12183535286133139,0.0
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,40.0,S681,,LL,Cyril Saulnier,R,183.0,FRA,28.945,70.0,576.0,Y061,,,Mikhail Youzhny,R,183.0,RUS,22.086,46.0,775.0,4-6 6-3 7-6(0),3,R32,125.0,9.0,3.0,94.0,48.0,41.0,26.0,16.0,0.0,1.0,11.0,6.0,99.0,52.0,37.0,27.0,15.0,4.0,5.0,2004,saulnier,youzhny,R2,2004,Toronto TMS,2.25,1.571,2.13,1.752,,,,,,,0.45131375579598143,0.5486862442040186,0.41114891389688557,,,,0.19536398720713394,0.35921785694284475
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,48.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,L397,,,Feliciano Lopez,L,188.0,ESP,22.847,30.0,1025.0,6-3 7-6(5),3,R32,67.0,13.0,0.0,60.0,47.0,41.0,9.0,11.0,1.0,1.0,9.0,1.0,67.0,38.0,30.0,14.0,10.0,1.0,2.0,2004,roddick,lopez,R2,2004,Toronto TMS,1.083,7.0,1.091,9.25,,,,,,,0.8944976307900588,0.105502369209941,0.8660150934059138,,,,-2.1375288446734,-1.8661751810364597
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,63.0,F324,1.0,,Roger Federer,R,185.0,SUI,22.965,1.0,5665.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,7-5 6-3,3,F,85.0,13.0,1.0,65.0,38.0,28.0,19.0,11.0,4.0,4.0,4.0,2.0,72.0,49.0,33.0,11.0,10.0,7.0,9.0,2004,federer,roddick,F,2004,Wimbledon,1.25,3.75,1.289,4.06,,,,,,,0.7590203776406804,0.24097962235931952,0.75,,,,-1.147316249656591,-1.0986122886681098
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,50.0,S424,,,Fabrice Santoro,R,178.0,FRA,31.628,58.0,692.0,H432,9.0,,Lleyton Hewitt,R,178.0,AUS,23.417,10.0,1990.0,2-6 6-3 6-4,3,R16,113.0,6.0,1.0,85.0,42.0,30.0,26.0,14.0,7.0,9.0,7.0,3.0,84.0,45.0,33.0,20.0,13.0,4.0,6.0,2004,santoro,hewitt,R3,2004,Toronto TMS,5.5,1.125,6.5,1.138,,,,,,,0.1489918826918041,0.8510081173081958,0.16981132075471697,,,,1.7425298411974524,1.586965056582042
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,51.0,J129,,LL,Thomas Johansson,R,180.0,SWE,29.342,99.0,410.0,H390,,,Luis Horna,R,180.0,PER,23.863,41.0,816.0,3-6 7-5 6-1,3,R16,109.0,15.0,0.0,79.0,43.0,40.0,17.0,14.0,3.0,4.0,5.0,2.0,94.0,66.0,44.0,14.0,14.0,8.0,11.0,2004,johansson,horna,R3,2004,Toronto TMS,1.286,3.5,1.308,3.75,,,,,,,0.741399762752076,0.2586002372479241,0.7312996239030507,,,,-1.0532565869473125,-1.0012263426799404
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,52.0,J194,,,Joachim Johansson,R,198.0,SWE,22.07,33.0,907.0,S681,,LL,Cyril Saulnier,R,183.0,FRA,28.945,70.0,576.0,7-6(2) 4-6 7-6(4),3,R16,115.0,23.0,5.0,97.0,58.0,54.0,22.0,17.0,3.0,4.0,21.0,2.0,93.0,60.0,53.0,22.0,17.0,1.0,1.0,2004,johansson,saulnier,R3,2004,Toronto TMS,1.571,2.25,1.746,2.14,,,,,,,0.550694801852805,0.44930519814719505,0.5888510861031143,,,,-0.20347837161634977,-0.3592178569428447
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,53.0,M762,,,Jurgen Melzer,L,183.0,AUT,23.179,61.0,672.0,G415,,,Fernando Gonzalez,R,183.0,CHI,23.992,19.0,1215.0,6-3 6-3,3,R16,59.0,3.0,1.0,61.0,40.0,28.0,9.0,9.0,5.0,7.0,5.0,3.0,46.0,24.0,12.0,10.0,9.0,1.0,6.0,2004,melzer,gonzalez,R3,2004,Toronto TMS,2.625,1.444,3.0,1.435,,,,,,,0.32356257046223225,0.6764374295377678,0.3548783484885721,,,,0.7374474394565254,0.5976638555729527
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,54.0,K316,,,Nicolas Kiefer,R,183.0,GER,27.058,25.0,1100.0,M605,4.0,,Carlos Moya,R,191.0,ESP,27.912,4.0,2555.0,6-4 2-6 6-4,3,R16,146.0,5.0,6.0,86.0,45.0,36.0,23.0,14.0,2.0,4.0,13.0,4.0,104.0,53.0,37.0,28.0,14.0,7.0,9.0,2004,kiefer,moya,R3,2004,Toronto TMS,2.2,1.615,2.29,1.671,,,,,,,0.42186316586720524,0.5781368341327947,0.4233289646133682,,,,0.3151295679528916,0.30912240368965044
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,55.0,H442,,Q,Jan Hernych,R,188.0,CZE,25.054,109.0,384.0,K293,,,Gustavo Kuerten,R,191.0,BRA,27.874,23.0,1130.0,5-7 7-6(6) 6-4,3,R16,144.0,3.0,1.0,105.0,70.0,51.0,19.0,17.0,3.0,5.0,11.0,0.0,120.0,69.0,49.0,29.0,17.0,9.0,11.0,2004,hernych,kuerten,R3,2004,Toronto TMS,3.5,1.286,3.55,1.333,,,,,,,0.2729879172639771,0.727012082736023,0.26870037609694947,,,,0.9795155622907528,1.0012263426799402
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,56.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,C514,16.0,,Juan Ignacio Chela,R,191.0,ARG,24.906,17.0,1285.0,6-1 6-4,3,R16,62.0,8.0,1.0,53.0,31.0,27.0,13.0,9.0,2.0,2.0,1.0,2.0,51.0,36.0,21.0,8.0,8.0,6.0,9.0,2004,roddick,chela,R3,2004,Toronto TMS,1.1,6.5,1.149,6.1,,,,,,,0.8414953786729205,0.15850462132707963,0.8552631578947368,,,,-1.6693967723126468,-1.7764919970972666
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,57.0,F324,1.0,,Roger Federer,R,185.0,SUI,22.965,1.0,5665.0,S424,,,Fabrice Santoro,R,178.0,FRA,31.628,58.0,692.0,7-5 6-4,3,QF,97.0,4.0,1.0,65.0,46.0,35.0,10.0,11.0,1.0,2.0,3.0,1.0,94.0,52.0,30.0,23.0,11.0,11.0,14.0,2004,federer,santoro,QF,2004,Toronto TMS,1.04,9.0,1.05,15.5,,,,,,,0.9365558912386708,0.0634441087613293,0.896414342629482,,,,-2.6920498597557687,-2.158003864182938
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,58.0,J129,,LL,Thomas Johansson,R,180.0,SWE,29.342,99.0,410.0,J194,,,Joachim Johansson,R,198.0,SWE,22.07,33.0,907.0,6-3 7-6(5),3,QF,89.0,11.0,1.0,68.0,33.0,26.0,20.0,11.0,1.0,3.0,10.0,4.0,74.0,42.0,27.0,16.0,10.0,2.0,5.0,2004,johansson,johansson,QF,2004,Toronto TMS,1.909,1.8,1.826,2.05,,,,,,,0.5288957688338494,0.4711042311661507,0.4853060124022647,,,,-0.11571201097753994,0.05879287984149148
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,59.0,K316,,,Nicolas Kiefer,R,183.0,GER,27.058,25.0,1100.0,M762,,,Jurgen Melzer,L,183.0,AUT,23.179,61.0,672.0,3-6 6-1 6-1,3,QF,95.0,6.0,2.0,78.0,47.0,33.0,16.0,12.0,5.0,7.0,3.0,1.0,63.0,34.0,22.0,10.0,11.0,3.0,8.0,2004,kiefer,melzer,QF,2004,Toronto TMS,1.444,2.625,1.518,2.73,,,,,,,0.6426553672316385,0.3573446327683616,0.6451216515114279,,,,-0.5869079302234301,-0.5976638555729527
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,60.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,H442,,Q,Jan Hernych,R,188.0,CZE,25.054,109.0,384.0,6-4 6-2,3,QF,61.0,6.0,2.0,53.0,37.0,30.0,8.0,9.0,0.0,0.0,4.0,0.0,58.0,40.0,27.0,7.0,9.0,4.0,7.0,2004,roddick,hernych,QF,2004,Toronto TMS,1.05,8.5,1.067,11.61,,,,,,,0.9158318214088507,0.08416817859114933,0.8900523560209423,,,,-2.387015823390184,-2.0912759993268386
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,61.0,F324,1.0,,Roger Federer,R,185.0,SUI,22.965,1.0,5665.0,J129,,LL,Thomas Johansson,R,180.0,SWE,29.342,99.0,410.0,4-6 6-3 6-2,3,SF,104.0,8.0,0.0,77.0,46.0,38.0,19.0,14.0,3.0,4.0,6.0,1.0,87.0,51.0,31.0,21.0,13.0,5.0,8.0,2004,federer,johansson,SF,2004,Toronto TMS,1.07,7.5,1.091,9.25,,,,,,,0.8944976307900588,0.105502369209941,0.8751458576429404,,,,-2.1375288446734,-1.94724437206845
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,62.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,K316,,,Nicolas Kiefer,R,183.0,GER,27.058,25.0,1100.0,7-5 6-3,3,SF,82.0,8.0,4.0,70.0,42.0,33.0,15.0,11.0,3.0,3.0,5.0,4.0,59.0,33.0,27.0,11.0,10.0,3.0,5.0,2004,roddick,kiefer,SF,2004,Toronto TMS,1.11,6.0,1.138,6.65,,,,,,,0.8538777606574217,0.14612223934257831,0.8438818565400843,,,,-1.7653445189636237,-1.6873994539038122
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,34.0,M595,,,Max Mirnyi,R,196.0,BLR,27.055,34.0,900.0,S675,14.0,,Paradorn Srichaphan,R,185.0,THA,25.117,15.0,1425.0,3-6 6-1 6-4,3,R32,112.0,7.0,4.0,70.0,46.0,38.0,13.0,13.0,0.0,1.0,5.0,7.0,99.0,57.0,41.0,18.0,13.0,11.0,14.0,2004,mirnyi,srichaphan,R2,2004,Toronto TMS,2.625,1.444,2.65,1.541,,,,,,,0.36769267477928896,0.6323073252207111,0.3548783484885721,,,,0.5421280836601522,0.5976638555729527
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,49.0,F324,1.0,,Roger Federer,R,185.0,SUI,22.965,1.0,5665.0,M595,,,Max Mirnyi,R,196.0,BLR,27.055,34.0,900.0,7-6(3) 7-6(4),3,R16,93.0,3.0,1.0,68.0,50.0,44.0,12.0,12.0,0.0,0.0,7.0,0.0,79.0,56.0,44.0,11.0,12.0,2.0,2.0,2004,federer,mirnyi,R3,2004,Toronto TMS,1.125,5.5,1.121,7.3,,,,,,,0.8668804180026125,0.13311958199738746,0.830188679245283,,,,-1.8736532040643226,-1.5869650565820417
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,33.0,F324,1.0,,Roger Federer,R,185.0,SUI,22.965,1.0,5665.0,SA49,,,Robin Soderling,R,193.0,SWE,19.948,50.0,760.0,7-5 6-1,3,R32,64.0,13.0,0.0,67.0,47.0,35.0,11.0,10.0,6.0,7.0,2.0,2.0,47.0,25.0,16.0,11.0,9.0,3.0,7.0,2004,federer,soderling,R2,2004,Toronto TMS,1.071,7.5,1.059,14.0,,,,,,,0.929676605352281,0.07032339464771896,0.8750437521876094,,,,-2.581732262995989,-1.9463102290766532
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,16.0,Y061,,,Mikhail Youzhny,R,183.0,RUS,22.086,46.0,775.0,N301,6.0,,David Nalbandian,R,180.0,ARG,22.565,6.0,2475.0,3-6 6-3 6-4,3,R64,106.0,10.0,2.0,69.0,39.0,34.0,16.0,14.0,0.0,2.0,5.0,4.0,92.0,55.0,36.0,22.0,14.0,4.0,7.0,2004,youzhny,nalbandian,R1,2004,Toronto TMS,3.25,1.333,3.4,1.357,,,,,,,0.2852638217363885,0.7147361782636115,0.2908575169103207,,,,0.9184990507693835,0.8912229551450745
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,31.0,L397,,,Feliciano Lopez,L,188.0,ESP,22.847,30.0,1025.0,E140,,,Nicolas Escude,R,185.0,FRA,28.312,67.0,611.0,7-6(1) 6-2,3,R64,71.0,11.0,0.0,63.0,45.0,33.0,15.0,10.0,4.0,4.0,5.0,3.0,56.0,28.0,22.0,16.0,10.0,3.0,5.0,2004,lopez,escude,R1,2004,Toronto TMS,,,1.694,2.24,,,,,,,0.5693950177935942,0.43060498220640564,,,,,-0.279383269637086,
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,32.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.906,2.0,4945.0,B747,,Q,Julien Benneteau,R,185.0,FRA,22.598,76.0,551.0,6-4 6-2,3,R64,76.0,4.0,3.0,53.0,32.0,28.0,10.0,9.0,3.0,4.0,4.0,5.0,55.0,29.0,19.0,9.0,9.0,0.0,4.0,2004,roddick,benneteau,R1,2004,Toronto TMS,1.063,8.0,1.086,9.6,,,,,,,0.8983717012914093,0.10162829870859069,0.8827099194527198,,,,-2.179261876962047,-2.0183464423200252
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,2.0,SA49,,,Robin Soderling,R,193.0,SWE,19.948,50.0,760.0,E113,,,Thomas Enqvist,R,191.0,SWE,30.371,53.0,718.0,7-6(2) 6-3,3,R64,81.0,14.0,0.0,72.0,48.0,40.0,11.0,11.0,1.0,1.0,5.0,5.0,68.0,33.0,23.0,21.0,10.0,1.0,2.0,2004,soderling,enqvist,R1,2004,Open 13,2.375,1.533,2.35,1.662,,,,,,,0.41425722831505485,0.5857427716849453,0.3922722620266121,,,,0.3463936317228112,0.43777083759692753
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,3.0,M595,,,Max Mirnyi,R,196.0,BLR,27.055,34.0,900.0,K319,,Q,Michel Kratochvil,R,185.0,SUI,25.303,170.0,232.0,7-6(6) 7-6(9),3,R64,107.0,12.0,2.0,78.0,50.0,39.0,14.0,12.0,1.0,4.0,2.0,4.0,83.0,58.0,39.0,14.0,12.0,3.0,6.0,2004,mirnyi,kratochvil,R1,2004,Toronto TMS,1.833,1.833,1.971,1.855,,,,,,,0.4848405645582854,0.5151594354417145,0.5,,,,0.0606563321111848,0.0
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,4.0,S675,14.0,,Paradorn Srichaphan,R,185.0,THA,25.117,15.0,1425.0,P280,,,Andrei Pavel,R,183.0,ROU,30.494,16.0,1319.0,7-5 6-2,3,R64,80.0,4.0,0.0,56.0,36.0,31.0,8.0,10.0,0.0,1.0,2.0,0.0,70.0,53.0,34.0,5.0,10.0,6.0,10.0,2004,srichaphan,pavel,R1,2004,Toronto TMS,1.444,2.625,1.524,2.71,,,,,,,0.6400566839867738,0.3599433160132263,0.6451216515114279,,,,-0.5756101776271549,-0.5976638555729527
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,5.0,H432,9.0,,Lleyton Hewitt,R,178.0,AUS,23.417,10.0,1990.0,N409,,,Rafael Nadal,L,185.0,ESP,18.146,62.0,664.0,1-6 6-4 6-2,3,R64,104.0,7.0,3.0,67.0,29.0,23.0,18.0,12.0,3.0,7.0,1.0,0.0,86.0,63.0,36.0,12.0,13.0,7.0,12.0,2004,hewitt,nadal,R1,2004,Toronto TMS,1.25,3.75,1.334,3.59,,,,,,,0.7290820471161656,0.2709179528838343,0.75,,,,-0.9899702550067554,-1.0986122886681098
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,6.0,N254,,,Jiri Novak,R,191.0,CZE,29.347,22.0,1170.0,B446,,,Jonas Bjorkman,R,183.0,SWE,32.342,38.0,843.0,5-7 7-6(10) 6-0,3,R64,137.0,12.0,1.0,97.0,76.0,60.0,12.0,15.0,3.0,4.0,11.0,2.0,125.0,77.0,54.0,24.0,15.0,14.0,17.0,2004,novak,bjorkman,R1,2004,Toronto TMS,1.4,2.75,1.526,2.7,,,,,,,0.6389020350212968,0.36109796497870333,0.6626506024096386,,,,-0.5706018401480183,-0.6751286750572671
2004-421,Canada Masters,Hard,64.0,M,O,2004-07-26,7.0,L360,,,Ivan Ljubicic,R,193.0,CRO,25.355,26.0,1080.0,B804,,Q,Karol Beck,R,180.0,SVK,22.313,63.0,641.0,6-2 5-7 6-3,3,R64,129.0,13.0,2.0,99.0,53.0,43.0,25.0,15.0,4.0,5.0,4.0,2.0,77.0,45.0,30.0,21.0,14.0,3.0,6.0,2004,ljubicic,beck,R1,2004,Toronto TMS,1.5,2.5,1.556,2.6,,,,,,,0.6256015399422523,0.37439846005774785,0.625,,,,-0.5133930192712365,-0.5108256237659907
